TABLEID,SCHEMANAME,TABLE DESCRIPTION,TABLE NAME,COLUMNNAME,DATATYPE,PRIMARYKEY,FOREIGNKEY,DESCRIPTION
269,ATHENAONE,PATIENTLABELAPPTMATRIXAUDR,PATIENTLABELAPPTMATRIXAUDR,FIELDNAME,VARCHAR(16777216),,,
269,ATHENAONE,PATIENTLABELAPPTMATRIXAUDR,PATIENTLABELAPPTMATRIXAUDR,OLDVALUE,VARCHAR(16777216),,,
269,ATHENAONE,PATIENTLABELAPPTMATRIXAUDR,PATIENTLABELAPPTMATRIXAUDR,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENTID,"NUMBER(12,0)",Primary Key,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,DOCUMENTUNIQUEID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,REPOSITORYUNIQUEID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,HOMECOMMUNITYID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,PATIENTID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,EXTERNALPATIENTID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,INTERFACEVENDORID,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,MIMETYPE,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CREATIONTIME,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,SERVICESTARTTIME,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,SERVICESTOPTIME,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,TITLE,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,LASTSYNCDATETIME,TIMESTAMP_NTZ(9),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,LASTCONTENTSYNCDATETIME,TIMESTAMP_NTZ(9),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,STATICYN,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,SUPERSEDEDNETDOCID,"NUMBER(12,0)",,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,NETWORKPROVIDER,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,NETWORKPRACTICENAME,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,NETWORKDOCUMENTNAME,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,NETWORKSPECIALTY,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,ISDEPRIORITIZEDYN,VARCHAR(16777216),,,
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the allowable category was deleted."
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
270,ATHENAONE,CRDNETWORKDOCUMENT,CRDNETWORKDOCUMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIXID,"NUMBER(12,0)",Primary Key,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,PROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEID,"NUMBER(12,0)",,APPOINTMENTTYPE.APPOINTMENTTYPEID,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,PATIENTINSTRUCTIONGROUPID,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,SCHEDULABLEPATIENTSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,ONLINECHECKINSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,ONLINECHECKINDAYSBEFOREAPPT,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,EMAILCONFIRMATIONSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,REQUIRECANCELREASONSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,SCHEDULINGMINHOURS,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,SCHEDULINGMAXDAYS,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,EMAILREMINDERSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,EMAILREMINDERDAYS,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,APPOINTMENTCOUNT,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,SCHEDULABLEATHENASTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,PARMAPCUSTOM,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,WEBSCHEDULECUSTOM,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,APPOINTMENTEMAILCUSTOM,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,ACESCHEDULABLEPATIENTSTATUS,VARCHAR(16777216),,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,ACESCHEDULINGMAXDAYS,"NUMBER(12,0)",,,
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the allowable category was deleted."
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
271,ATHENAONE,APPOINTMENTTYPEMATRIX,APPOINTMENTTYPEMATRIX,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDRID,"NUMBER(12,0)",Primary Key,,
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,SOURCEID,"NUMBER(12,0)",,,
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,OPERATION,VARCHAR(16777216),,,
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,FIELDNAME,VARCHAR(16777216),,,
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,OLDVALUE,VARCHAR(16777216),,,
272,ATHENAONE,APPOINTMENTTYPEMATRIXAUDR,APPOINTMENTTYPEMATRIXAUDR,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,DEPARTMENTAUDITID,"NUMBER(12,0)",Primary Key,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,SOURCEID,"NUMBER(12,0)",,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,FIELDNAME,VARCHAR(16777216),,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,OLDVALUE,VARCHAR(16777216),,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,OPERATIONID,"NUMBER(12,0)",,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,OPERATION,VARCHAR(16777216),,,
273,ATHENAONE,DEPARTMENTAUDIT,DEPARTMENTAUDIT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
274,ATHENAONE,RVU,RVU,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
274,ATHENAONE,RVU,RVU,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
274,ATHENAONE,RVU,RVU,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
274,ATHENAONE,RVU,RVU,RVUID,"NUMBER(38,0)",Primary Key,,
274,ATHENAONE,RVU,RVU,PROCEDURECODE,VARCHAR(16777216),,,
274,ATHENAONE,RVU,RVU,YEAR,"NUMBER(38,0)",,,
274,ATHENAONE,RVU,RVU,WORKRVU,"NUMBER(8,2)",,,
274,ATHENAONE,RVU,RVU,PRACTICEEXPENSERVU,"NUMBER(8,2)",,,
274,ATHENAONE,RVU,RVU,MALPRACTICERVU,"NUMBER(8,2)",,,
274,ATHENAONE,RVU,RVU,FACILITYPRACTICEEXPENSERVU,"NUMBER(8,2)",,,
274,ATHENAONE,RVU,RVU,NONFACILITYNOTAPPLICABLE,VARCHAR(16777216),,,"Certain charges can only be performed in ""place of service"" types. This procedure-level flag indicates that the procedure is not to be performed in a place of service type which is designated a facility. A department's facility status is given by placeofservice.facilityyn, which joins to department.placeofservicetype"
274,ATHENAONE,RVU,RVU,FACILITYNOTAPPLICABLE,VARCHAR(16777216),,," Certain charges can only be performed in ""place of service"" types. This procedure-level flag indicates that the procedure is not to be performed in a place of service type which is designated a facility. A department's facility status is given by placeofservice.facilityyn, which joins to department.placeofservicetype"
274,ATHENAONE,RVU,RVU,PREOPERATIVEPERCENTAGE,"NUMBER(8,4)",,, Modifier 56 e & m code 1 day before a cpt with 90day global period
274,ATHENAONE,RVU,RVU,INTRAOPERATIVEPERCENTAGE,"NUMBER(8,4)",,, Modifier 54 e & m code during intraoperative part of global period
274,ATHENAONE,RVU,RVU,POSTOPERATIVEPERCENTAGE,"NUMBER(8,4)",,, Modifier 55 e & m code after procedure with 10 or 90 day global period
274,ATHENAONE,RVU,RVU,EFFECTIVEDATEDATETIME,TIMESTAMP_NTZ(9),,,
274,ATHENAONE,RVU,RVU,EXPIRATIONDATEDATETIME,TIMESTAMP_NTZ(9),,,
274,ATHENAONE,RVU,RVU,RVUCONVERSIONFACTOR,"NUMBER(8,4)",,,
274,ATHENAONE,RVU,RVU,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
274,ATHENAONE,RVU,RVU,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
274,ATHENAONE,RVU,RVU,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
274,ATHENAONE,RVU,RVU,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
274,ATHENAONE,RVU,RVU,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDERID,"NUMBER(38,0)",Primary Key,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,NAME,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCNAME,VARCHAR(16777216),,," Used to store the 'proper lower case' version of the field. Every character is lowercase is except for those that are always capitalized. Eventually this should also be NOTNULL, but first we need to backfill all values and always save to NAME and PLCNAME"
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CITY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCCITY,VARCHAR(16777216),,, Used to store the 'proper lower case' version of the field. Every character is lowercase is except for those that are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,STATE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,ZIP,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PHONE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,URL,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LABTYPE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CLIANUMBER,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,KEEPASLOCALFLAG,VARCHAR(16777216),,," This is only for the localclinicalprovider table, to support the ability for practices to utilize suggested non-covered clinical providers (things like schools or employers) without adding them to the global table. It will allow an option of keeping a suggested entry in the LOCALCLINICALPROVIDER table on a semipermanent basis to allow for the practice to use the clinical provider without having to commit it to the global table."
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,NOTES,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was created."
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CREATEDBY,VARCHAR(16777216),,,The username who created the entry.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LASTMODIFIEDDATETIME,TIMESTAMP_NTZ(9),,,The date the record was last modified
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LASTMODIFIEDBY,VARCHAR(16777216),,,Indicates the user made the latest update to the row.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted."
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,ORDERING,"NUMBER(38,0)",,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,ADDRESS1,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCADDRESS1,VARCHAR(16777216),,, Proper lower case of ADDRESS1. All characters lowercase except those which are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,FAX,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,TRANSLATEDFAXNUMBER,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,TRANSLATEDPHONENUMBER,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,TRANSLATEDZIP,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,ADDRESS2,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCADDRESS2,VARCHAR(16777216),,, Proper lower case of ADDRESS2. All characters lowercase except those which are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,UPIN,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,NPI,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,FEDERALIDNUMBER,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,SPECIALTYID,VARCHAR(16777216),,SPECIALTY.SPECIALTYID, foreign key to SPECIALTY.ID
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,SPECIALTY,VARCHAR(16777216),,," Deprecated; use SPECIALTYID instead, which points to the canonical Athena table."
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,SUBSPECIALTY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCSUBSPECIALTY,VARCHAR(16777216),,, Proper lower case of subspecialty. All characters lowercase except those which are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,FIRSTNAME,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCFIRSTNAME,VARCHAR(16777216),,, Proper lower case of first name. All characters lowercase except those which are always capitalized. e.g. William or DeForrest
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,MIDDLENAME,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCMIDDLENAME,VARCHAR(16777216),,, Proper lower case of last name. All characters lowercase except those which are always capitalized. e.g. Bateman or de Rossi
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LASTNAME,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCLASTNAME,VARCHAR(16777216),,, Proper lower case last name. All characters lowercase except those which are always capitalized. e.g. Bateman or de Rossi
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,TITLE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,COUNTY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,GENDER,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,MEDICALSCHOOL,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,RESIDENCYTRAINING,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,EMAIL,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,WEBSITE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PRIMARYSPECIALTY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,SECONDARYSPECIALTY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,GRADUATIONYEAR,"NUMBER(38,0)",,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,MAJORACTIVITY,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,HOSPITAL,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,GROUPPRACTICE,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCGROUPPRACTICE,VARCHAR(16777216),,, Used to store the 'proper lower case' version of the groupractice. Every character is lowercase is except for those that are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,ABMSCERTIFICATION,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,LANGUAGES,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,DESCRIPTION,VARCHAR(16777216),,,
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,PLCDESCRIPTION,VARCHAR(16777216),,, Used to store the 'proper lower case' version of the description. Every character is lowercase is except for those that are always capitalized.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,NCPDPID,VARCHAR(16777216),,, The pharmacy NCPDP identifier.
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,SOURCE,VARCHAR(16777216),,," This field indicates type of data it contains e.g. UPIN,CLIA etc."
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CLINICALPROVIDERORGANIZATIONID,"NUMBER(38,0)",,, foreign key to CLINICALPROVIDERORGANIZATION.ID
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,RELATIONSHIPTOORGANIZATION,VARCHAR(16777216),,, AFFILIATE or EMPLOYEE
275,ATHENAONE,LOCALCLINICALPROVIDER,LOCALCLINICALPROVIDER,CLINICALPROVIDERRECEIVERID,"NUMBER(38,0)",,, This field indicates the receiver to which edi transactions to this clinical provider should be sent. foreign key to CLINICALPROVIDERRECEIVER.ID
